course_name,course_organization,course_number,price,course_status
【摄影】旅行风光摄影照片背后的故事/钱志宏/录播/中艺,中艺影像,共11节,69.0,3823
和小猪佩奇一起学启蒙益智的乐高积木,七合科教,共13节,免费,33
真正学习口才的地方：麦享会,友话好说,共1节,免费,68
摄影后期VIP零基础到精通,好摄帮课堂,开设4个班级,880.0,371
照明设计软件DIALux零基础免费公开课,史亚超,共13节,免费,42
手绘人像速成-钢笔马克笔画法,安思手绘,共3节,免费,64
女士形象套餐班,欧艾教育,课程6,2180.0,118
从零开始学摄影，雅趣摄影免费课堂,北京盎然雅趣技术服务公司,共3节,免费,85
三步搞定!古风照片秒变工笔画,烟台蚂蚁摄影信息咨询服务有限公司,进度：1/1节,免费,64
【摄影】写真人像拍摄技法/田德友/录播/中艺,中艺影像,共7节,69.0,3829
吉他弹唱零基础入门,趣弹音乐,共2节,免费,205
雕塑艺术 泥塑 软陶 圆雕 浮雕 素描 美术基础 人物 动物 手办,AKUN大树老师,共7节,免费,91
手机摄影/手机修图/手机短视频拍摄与剪辑VIP课,好摄帮课堂,课程4,299.0,29
0基础学化妆-彩妆七步骤,上海维丽娅职业技术培训学校,共1节,免费,104
scratch少儿编程-小鸟喝水,汇灿课堂,共1节,免费,92
服装搭配师,欧艾教育,课程6,2480.0,44
爱思潘外汇练功房：用科学的方式，进化你的盈利能力！,河南爱思潘教育科技有限公司,共2节,免费,187
恋爱学堂-l聊天技巧,千城情感,共1节,免费,62
实用艺术签名速成法（简单易学）,硬笔书法培训,共7节,298.0,3
男子身体减脂课堂---男人全身健美塑造帅气健康身材,中绿华夏,共1节,免费,50
什么是少儿编程？,汇灿课堂,共1节,免费,47
【摄影】延时摄影-郭卫-录播-中艺,中艺影像,共10节,89.0,3829
爱思潘期货练功房：用科学的方式，进化你的盈利能力!,河南爱思潘教育科技有限公司,共4节,免费,65
告别低分英语作文，教你衡水体书写技巧,墨点书画讲堂,共3节,免费,53
千代手绳系统教学课程 中级提高班,千代,共147节,3498.0,94
爵士鼓/架子鼓自学入门课程,智者学院,共5节,免费,201
学声乐做到歌曲的共性与个性 找到我们的完美声音 丹丹老师教唱歌,丹丹老师,共1节,免费,76
哲铭老师课程汇总,飞图映像摄影学院,课程2,460.6,0
Scratch游戏教程—星际大战,双泉,共5节,免费,44
毛笔书法楷书笔画技法（一）横的写法及运用,陈海峰,共1节,免费,73
独立音乐人编曲训练营—编曲全能基础阶段,乐才派,开设3个班级,1280.0,260
摄影基础入门教程,18度影像俱乐部,共12节,免费,73
流行歌曲吉他弹唱教学（三）,侯兵兵,共35节,免费,130
“懒”父母的10堂必修课,腾然教育,共11节,99.0,7
零基础学化妆 化妆师入门免费公开课,色妆化妆造型学校,共25节,免费,172
阿卡评片会【2】,飞图映像摄影学院,进度：1/1节,免费,11
全科班（不含美妆）,欧艾教育,课程8,4680.0,6
易演中医诊断-望诊舌象（免费）,北京刘东军易演中医学研究院,共2节,免费,107
【答疑】中级整体形象设计师,完颜形象教育,共20节,1880.0,42
2019年独创-易演中医·27种脉诊+舌诊公开课,北京刘东军易演中医学研究院,共6节,免费,159
0基础学股票,玖算教育,共11节,免费,61
第三集 阴阳起源 阴阳的表现形式 阴阳五行学说,北京普贤文化传播有限责任公司,共1节,免费,50
人像磨皮速成课,光影学院,共2节,98.0,240
刘恒八宅风水（一）,北京普贤文化传播有限责任公司,共1节,免费,36
电音制作精品免费公开课【蝙蝠电音课堂】,朱弦三叹音乐教育,共4节,免费,63
摄影大师进阶班,光影学院,课程5,4880.0,101
第四集 易经三才（天人地）理念及其万物类象详解,北京普贤文化传播有限责任公司,共1节,免费,40
*古琴*【丝桐传习网上学堂】第一篇·丝桐传习基础,丝桐传习网上学堂,共8节,免费,73
水彩风景画初级入门教学,长乐市新艺培训学校,共10节,25.0,8
小马阿姨婴儿早教网络班,小马阿姨母婴乐园,进度：6/6节,免费,13
超级记忆力+古诗文记忆串联 快速记忆 最强大脑 中小学 联想记忆,众莱思教育,共1节,免费,34
搭配师+美妆课程包,欧艾教育,课程8,3080.0,5
饮茶文化中医养生健康秘笈,达梦教育,共8节,免费,71
国学经典/传统文化/圣贤/儒学/孔子/篆文/信息化《论语》公开课,如心易来,共3节,免费,25
新版【音基初级】视频教程 中央音乐学院音乐基础知识 乐理视唱,乐度音乐课堂,共131节,299.0,87
【活动回顾】祛斑美容的食疗调理,有问食经,共1节,免费,24
刘恒姓名学（一）,北京普贤文化传播有限责任公司,共1节,免费,44
中小学实用钢笔楷书速成法,硬笔书法培训,共7节,298.0,42
风水布局实例实战推演,博寓易经思维逻辑能力培训学校,共9节,免费,46
跟美女大师李越川学象棋开局-最温柔的五八炮,象棋微学堂,共1节,免费,27
1.摄影到底怎么学,FUN视觉  雷波,共7节,免费,46
象棋最常用的先手开局 - 中炮过河车对屏风马,象棋微学堂,共8节,30.0,11
基础情商班,丁一北,共1节,免费,155
形象顾问全科班,欧艾教育,课程10,5280.0,126
钢琴调律入门教程（初级和业余系列之一）,刘宝利,共2节,免费,62
学好电子琴,博润音乐课堂,共15节,免费,95
VIP升级专用课程包,欧艾教育,课程8,3600.0,4
乌冬面披萨,Tascovery美食学校,共1节,免费,11
（免费）音乐素养潜质与技能测试,李彬,共9节,免费,59
【摄影】静物摄影课/田德友/中艺,中艺影像,共15节,99.0,3878
【公开课】lolita洛丽塔风格OP小裙子 服装制作缝纫手工,易乐,共2节,免费,48
风水罗盘介绍及堪舆方法,张桂良,共1节,免费,42
小儿推拿专业班全套课程,任知波,共33节,1980.0,687
零基础学唱歌k歌入门教学 唱歌教程 高音 气息 情感,冗翼教育,共5节,免费,195
从零开始-轻松学习流行演唱,玄博SO-E音乐课堂,共15节,免费,755
中国音乐学院 基本乐科（一级）视频教程,乐度音乐课堂,共64节,199.0,118
韩式花束系列,欧洲瑞娅花艺学院,共10节,免费,104
独立音乐人流行钢琴训练营,乐才派,课程2,3778.0,22
瑞娅花艺：现代式包装花束系列,欧洲瑞娅花艺学院,共4节,免费,91
33老师围棋级位复盘试听课,围棋帮,共5节,免费,22
【赢在青年】青年人要不要买相互宝?,成都赢在青年教育咨询有限公司,共1节,免费,43
【摄影】外景人像摄影用光/田德友/录播/中艺,中艺影像,共10节,69.0,3906
双龙小课堂,珞珈课堂,进度：3/3节,免费,24
【1024】零基础Python少儿编程趣味课堂全套课程系列课（113节）,一零二四少儿编程学院,共1节,免费,26
顾问班升级,欧艾教育,课程2,2800.0,1
零基础学基金,玖算教育,共9节,免费,88
【1024】零基础Scratch少儿编程趣味课堂全套课程系列课（61节）,一零二四少儿编程学院,共1节,免费,37
山本情感课堂-山本教育情感恋爱高级VIP会员-个人咨询,山本教育,共5节,5288.0,15
【百股精】K线形态理论系列课,慕玛网络,共1节,免费,12
刘恒金锁玉关风水（一）,北京普贤文化传播有限责任公司,共1节,免费,35
20节大白话奇门遁甲课程，让您轻松掌握改变命运的方法,三易文化,共20节,498.0,1
龙博才智-编程改变生活 中级系列课程,胡智彬,进度：3/4节,免费,17
中医驻颜术之——秋季补水驻颜,有问食经,进度：1/1节,免费,19
【摄影】教你怎么摆美资/田德友/录播/中艺,中艺影像,共13节,198.0,3840
【数学前传·动手玩逻辑】,悦梧桐学院,共1节,免费,16
爱歌者小爱老师点评学员学唱歌技巧-你会受启发,爱歌者音乐课堂,共7节,免费,44
现代流行演唱系统课程,玄博SO-E音乐课堂,课程5,980.0,563
米嘉老师新手化妆系列教程之眼妆课,星艺潮妆学院,共1节,免费,28
零基础Python少儿编程快乐入门PyGame小游戏【诚筑说】,诚筑说,共21节,免费,156
塔罗牌零基础系统教学——占卜操作+解牌,绯夜,共21节,99.0,11
新手吉他自学入门第一步曲 小白都能懂 因为我们的教程真的简单,阿青音乐坊,共33节,免费,351
父母的高度决定孩子的层次,博瑞智家庭教育,共1节,免费,18
中国风后期基础到高级,光影学院,课程2,3280.0,4
陪孩子一起学Python第1季,肖华盛,共7节,免费,32
2019年4月第3周外汇实战课,英特科智网校,共1节,免费,29
青岛根之根盲校派小儿推拿,付红亮,共93节,1680.0,475
服饰搭配、美学配色、形象定位（直播请加群）,完颜形象教育,共5节,免费,25
《山水情》欣赏——李家祥古琴网课,淮安市山阳古琴社,共1节,免费,40
优选系列课程,济南玉盏文化传播有限公司,课程11,420.0,1
成都化妆学校星艺米嘉老师化妆教程视频新娘妆造型,星艺潮妆学院,共1节,免费,25
股票基础知识,互课网,共1节,免费,25
【摄影】旅行风光摄影/钱志宏/录播/中艺,中艺影像,共15节,69.0,3837
可爱贴布缝套娃包,中国手工艺网络大学,共1节,免费,90
零基础学寿司（免费版）,三食一,共13节,免费,71
英皇乐理1-5级全集,奥中国际教育,课程5,218.0,20
最适合的炒股方法,玖算教育,共3节,免费,20
跟陈国昭学，小楷心经,优贝壳,共4节,免费,30
坐月子+产后瘦身瑜伽,为宝宝教育网,课程2,218.0,0
如何吃出瘦美身材（减肥）,张若男,共11节,免费,50
小白乐理基础教程—音乐制作学习必备【朱弦三叹音乐教育】,朱弦三叹音乐教育,共12节,免费,71
【线下】高级整体形象设计师,完颜形象教育,共34节,5800.0,90
宠物美容教程、宠物美容视频、比熊犬美容教程视频,摩登宠物美容教程视频,共1节,免费,15
轻松学古筝 零基础 兴趣爱好 音乐 乐器 古筝,豊婧教育,共1节,免费,50
3-4段围棋实战招法思路课,围棋帮,共20节,598.0,2
《水调歌头》欣赏——李家祥古琴网课,淮安市山阳古琴社,共1节,免费,30
股票期货MACD交易法实战演练,路雅交易学院,进度：1/1节,免费,83
流行钢琴系列课程,季风流行钢琴讲习班,课程2,1298.0,8
零基础一小时双手如飞弹钢琴,星愿音乐俱乐部,共1节,免费,132
0基础学现货---现货高手训练营,昱智学院,进度：4/4节,免费,38
情感恋爱课堂-婚姻咨询恋爱技巧-录播,山本教育,共3节,1098.0,226
前沿高效农业养殖-养猪系列精品课程【牛一点农业】,牛一点农业,共2节,免费,33
期货外汇股票日本蜡烛图酒田战法精讲从小白到亿万富翁的进阶之路,上海共术商务信息咨询有限公司,进度：10/11节,免费,62
静物单个素描画法【新艺教育】美术绘画,长乐市新艺培训学校,共8节,25.0,36
动态视唱练耳课程自学与集体课应用讲解,李彬,共1节,免费,29
丰收渔歌--特邀嘉宾小提琴家高参钢琴家郑慧示范演奏,蝌蚪微课,共1节,免费,30
【视频】零基础书法入门之创作【四字作品】【合尚教育】,合尚教育,共1节,12.0,6
【趣弹】尤克里里单曲弹唱教学,趣弹音乐,共4节,免费,52
免费简单易学的二阶魔方教程（需三阶基础）【飞扬魔方·易系列】,飞扬魔方&飞扬数独,共3节,免费,31
手机修图/学会使用Snapseed就够了/好摄帮,好摄帮课堂,进度：11/11节,176.0,316
双节棍入门,围棋帮,共16节,免费,62
摄影大师之路（试听课）/人像摄影/风光摄影/纪实摄影/手机摄影,光影学院,共7节,免费,1518
流行钢琴全套系统课程,季风流行钢琴讲习班,课程2,1298.0,30
茅山派葛丹宗神策梅花易数内部高级班109讲,南阳张正熙国学院,共13节,免费,11
网文写作课程：好书名，好简介，小说销量猛增,惠永生,共1节,免费,36
跟米嘉老师学化妆——零基础生活化妆课程,星艺潮妆学院,共50节,29.9,376
瑜伽零基础教程，免费送给每个瑜伽爱好者,麦子的瑜乐圈,共3节,免费,162
《凤求凰》欣赏——李家祥古琴网课,淮安市山阳古琴社,共1节,免费,33
初学入门系统速成合集,苗苗,课程2,99.9,2
男士形象/职场着装课/西装怎么穿,比比课堂,共7节,免费,33
《图片后期处理的核心思路》—“局部调整”,灰色温度,共1节,免费,31
炒股入门-从基础到精通,九州学院,进度：15/18节,150.0,419
会声会影X9电子相册微电影剪辑素材模板高清鬼工老师教程,鬼工老师,共11节,免费,33
张吉平混元太极拳马步桩-陈式心意混元-站桩-基本功,张吉平,共4节,免费,34
钢琴小白进阶系统教程,钢琴一加一,课程3,1680.0,4
行书系列视频，正书堂硬笔书法，一手好字60天速成 ，逆向思维。,正书堂硬笔速成,共2节,免费,35
国画工笔花鸟/写意人物山水/零基础入门到精通画作品,鹦格鹉教育,共1节,免费,29
原味缠论集训-理论篇,金点子教育,进度：8/8节,6888.0,12
20小时成为中国风唯美人像摄影高手（一）,杜小聪,共4节,免费,249
丹丹老师教唱歌 在线高效学声乐 流行演唱技巧教学,丹丹老师,共1节,免费,81
粤式家常菜,济南玉盏文化传播有限公司,共89节,60.0,45
崇明书院硬笔书法入门公益课（一期）,王延增,共12节,免费,48
陪孩子一起学Arduino第1季,肖华盛,共12节,免费,35
《透穴灸》疗法,袁辉,共52节,20.0,1837
最适合业余棋手的开局系列课程,象棋微学堂,共1节,免费,20
量化交易入门,成都智慧宽客科技有限公司,进度：4/4节,免费,34
原画人生命密码之社交实战1期,原画人在线学院,2020-3-21开讲,680.0,0
刘恒四柱八字排盘基础知识（二）,北京普贤文化传播有限责任公司,共1节,免费,22
库里投篮解析6部1-5.0,王玄,课程4,88.0,357
刘恒四柱八字排盘基础知识（三）,北京普贤文化传播有限责任公司,共1节,免费,23
五线谱简谱键盘对照入门视频教程钢琴一加一,钢琴一加一,共1节,免费,59
证券从业资格证考试	+基金从业资格证,众莱思教育,共1节,免费,21
脱口秀线上学院训练营,宋启瑜,课程10,980.0,2
天下第一象棋名谱《橘中秘》探秘,象棋微学堂,共1节,免费,31
家长越不管，孩子成绩越好？,博瑞智家庭教育,共1节,免费,14
单只闪光灯多用途操作,焦门影像学院,课程2,296.0,4
用Scratch制作《打字练习》,杭州尼巴信息技术有限公司,共2节,免费,31
【Pillow】尤克里里0基础弹唱入门课程,李康子依 Pillow,共16节,免费,176
1Dx2摄影从入门到精通,FUN视觉  雷波,课程22,398.0,3
分娩减痛的原理-懂了原因你就知道该怎么缓解疼痛了,为宝宝教育网,共1节,免费,10
奇卡奇卡英语分级剧本（第1级）,奇卡奇卡,共10节,免费,16
从零基础开始学航拍课程,飞图映像摄影学院,共7节,199.0,51
春夏秋冬季坐月子的注意事项-北京妇产医院产科护士长王宏茹主讲,为宝宝教育网,共1节,免费,21
【动手玩数学】,悦梧桐学院,共2节,免费,14
当摄影加上短视频,光影学院,2020-3-9开讲,600.0,19
二胡乐曲《南泥湾》提升课——琴艺学技能提升课程,成都琴艺学网络科技有限公司,共2节,免费,30
零基础学小儿中医系列课程,康尧小儿推拿网络学院,共11节,免费,60
0.佳能6D相机操作及摄影完全攻略,FUN视觉  雷波,共127节,128.0,25
颜真卿楷书《勤礼碑》视频教程-笔划,北京微邦时代科技有限公司,共20节,免费,49
实战篇：小儿舌诊临床病例分析,康尧小儿推拿网络学院,共12节,免费,52
N多种魔方 打包一起学,飞扬魔方&飞扬数独,课程33,198.0,57
段岳衡和他的黑白视界,站酷高高手,共2节,免费,22
母乳喂养技巧课程试听-《0-2岁宝宝母乳喂养技巧指导》,为宝宝教育网,共1节,免费,13
情感恋爱脱单计划山本教育情感恋爱课堂,山本教育,共1节,600.0,0
不读书、不吃苦你要青春干嘛,博瑞智家庭教育,共1节,免费,14
好书法和不好的书法——书法节作品深度评论,中书汇书法学苑,进度：3/3节,免费,22
恋爱情感聊天脱单秘籍,山本教育,共1节,58.0,4
中国古典舞教程,博润音乐课堂,共1节,免费,28
【尤克里里】基本功（必练）,趣弹音乐,共1节,免费,56
五线谱电子琴入门基础课（中）,电子琴lala桑,共6节,29.0,130
飞扬数独易系列之四：九宫数独入门宫内排除法简单易懂免费试学,飞扬魔方&飞扬数独,共2节,免费,21
PR 影视后期剪辑调色零基础教程速成篇,鬼工老师,共2节,免费,39
千代手绳 有孔宝石编绳首饰设计系列课,千代,共7节,198.0,0
推开期权的大门 期权基础入门课程,上海文华财经资讯股份有限公司,进度：1/1节,免费,2241
在家学Arduino和Scratch机器人编程,润贝机器人,共31节,免费,80
vlog手机摄影短视频小白变大师,焦门影像学院,共34节,88.0,351
少儿编程scratch系统安装,汇灿课堂,共1节,免费,24
易波浪股票期货外汇-从小白到亿万富翁的进阶之路,上海共术商务信息咨询有限公司,进度：45/45节,免费,80
家常湘菜视频课程合集,济南玉盏文化传播有限公司,课程2,30.0,43
一周轻食早餐食谱（下）,腾讯课堂趣味班,共1节,免费,61
大卫.凯利：如何建立创造力自信心,TED,共1节,免费,350
照片处理从入门到精通,FUN视觉  雷波,课程20,398.0,2
专业化妆师教你3步打出完美底妆,上海维丽娅职业技术培训学校,共1节,免费,33
理疗瑜伽，肩颈瑜伽，塑形瑜伽,广州白骨精体育科技有限公司,共2节,免费,61
一起来玩塔罗牌,绯夜,共5节,12.0,4
戴夫·梅斯兰：冷漠的解药,TED,共1节,免费,145
销售人员十大心态,上和教育咨询（天津）有限公司,共1节,免费,51
恋爱婚姻挽回情感咨询心理医生沟通障碍,山本教育,共1节,180.0,0
【练字干货私房课】第一章   准备篇,上海宿镁教育科技有限公司,共3节,免费,30
趣味班|篮球教学——欧文的双背后运球过人动作教学,腾讯课堂趣味班,共1节,免费,107
婚姻心理咨询情感恋爱脱单思维,山本教育,共1节,180.0,1
零基础学化妆-化妆技巧一对一高清教学,千魅化妆形象设计培训中心,共7节,免费,86
SCRATCH零基础入门,迪恩机器人,共14节,免费,93
婚姻情感恋爱脱单情感婚姻咨询私人定制服务,山本教育,共3节,4800.0,2
软装搭配技巧速成（观看完整视频，关注微信公众号：软装百科）,北京中装环艺教育研究院,共4节,免费,86
趣味班|舞蹈教学——鬼步舞教学系列01 Running奔跑 + Kick踢腿,腾讯课堂趣味班,共1节,免费,88
吕易飞老师摄影全攻略,北京泽润摄影学校,课程10,268.0,0
二十四式简化太极拳内功练法-24简化24式张吉平内功,张吉平,共4节,免费,42
自媒体短视频拍摄技巧【流程篇】,小九,共1节,免费,78
700D摄影入门到精通,FUN视觉  雷波,课程22,398.0,1
趣味班|舞蹈教学——简单的健身舞蹈 DESPACITO,腾讯课堂趣味班,共1节,免费,127
郭宁老师风景水彩画示范,长乐市新艺培训学校,共1节,免费,25
小月坡课程合集,飞图映像摄影学院,课程7,282.0,14
茅山派手机号码风水学初级班,南阳张正熙国学院,共4节,免费,14
快乐心灵是如何炼成的（一）（前沿心灵哲学）【觉衡心理咨询】,王谦,共6节,免费,30
恋爱情感课堂恋爱情感婚姻咨询私人辅导,山本教育,共4节,4800.0,0
文房必修之砚,中书汇书法学苑,共1节,免费,22
贝丽逖斯东方舞草裙舞分解教学,昆明贝丽逖斯肚皮舞培训,共4节,免费,44
情感课堂恋爱情感婚姻咨询私人辅导,山本教育,共4节,7800.0,5
美国AQS婚戒样图拼布群做-机缝拼接图谱技法-迷布,上海靡凡拼布文化发展有限公司,共41节,免费,24
尼康D850按键操作及菜单项目优化设置（上）,易向军,共1节,免费,17
风光摄影对色彩的把握,飞图映像摄影学院,共4节,128.0,215
无人机航拍飞行技巧教程,i 摄机构,共1节,免费,68
《中国结入门》零基础手工编绳入门教程【金金说】,金金说,共70节,免费,103
女神计划恋爱脱单情感婚姻咨询私人定制服务,山本教育,共4节,4800.0,3
跟霍文祥学瘦金体心经,优贝壳,共3节,免费,17
新生儿护理指南-精彩片段欣赏-北京知名新生儿专家,为宝宝教育网,共1节,免费,14
男神计划恋爱脱单情感婚姻咨询私人定制服务,山本教育,共4节,4800.0,15
跟泉清学毛笔五体书法,优贝壳,共5节,免费,28
玩转乐高EV3机器人_电机部分,许恒勇,共11节,免费,58
真命狙击山本教育恋爱婚姻情感恋爱课程,山本教育,2020-8-12开讲,5800.0,13
吉他初级入门教程,侯兵兵,共22节,免费,227
实用艺术签名速成法试听课（简单易学实用）,硬笔书法培训,共1节,免费,20
亲子教育山本教育婚姻家庭关系维护咨询服务,山本教育,2020-8-28开讲,7800.0,14
孕妇体重控制与营养指导-精彩试听-北京妇产医院知名专家,为宝宝教育网,共2节,免费,11
【上德大象CLASS】拍大景这么对焦才清楚,上德大象CLASS,共1节,免费,24
M6摄影从入门到精通,FUN视觉  雷波,课程22,398.0,0
宠物美容教程、宠物美容视频、博美俊介造型修剪视频教程,摩登宠物美容教程视频,共1节,免费,9
K线基础知识,芳玢财金教育科技有限公司,共1节,免费,12
婚姻规划家庭排序山本教育婚姻情感咨询服务,山本教育,共5节,4800.0,12
网格交易法——数学模型+传统智慧战胜华尔街,玖算教育,共3节,免费,13
2019年投资机会展望,英特科智网校,共1节,免费,2
EOSR摄影从入门到精通,FUN视觉  雷波,课程22,398.0,2
跟古人学习象棋中局战术和入局杀法：《梅花谱》探秘,象棋微学堂,共1节,免费,17
婚姻创伤修复山本教育情感婚姻心理咨询,山本教育,共4节,4800.0,5
跟国家大师学象棋开局-半途列炮开局系列讲座,象棋微学堂,共6节,免费,21
完颜女王形象——服饰搭配师带你去逛街（直播请加群）,完颜形象教育,共1节,免费,7
邹伟俊中华儒医免费公开课,如心易来,共1节,免费,7
挽回爱情山本教育私人定制情感咨询服务,山本教育,共5节,7800.0,14
《宇宙程序学》概略,博寓易经思维逻辑能力培训学校,共17节,免费,12
个人整体形象设计（5万人直播课请加群）,完颜形象教育,共1节,免费,10
77D摄影入门到精通,FUN视觉  雷波,课程22,398.0,1
吴为群博士营养课堂：过年过节怎么吃才健康，还不胖,吴为群博士营养课堂,共3节,免费,9
象棋开局-五七炮进三兵对屏风马,象棋微学堂,共1节,免费,15
黑卡摄影入门到精通,FUN视觉  雷波,课程22,398.0,0
吴为群教授北京卫视《养生堂》,吴为群博士营养课堂,共5节,免费,6
邹伟俊中医回归启蒙讲座,如心易来,共4节,免费,16
婚姻挽回分离小三挽回前任山本教育情感高级咨询服务,山本教育,共5节,7800.0,5
股市基本面分析影响因素,互课网,共1节,免费,5
《六大控光技巧》掌握这套课程让你全天候进行风光创作,焦外学院,共1节,免费,22
矛盾化解山本教育婚姻情感咨询服务,山本教育,共6节,4800.0,5
完颜女王形象——色彩搭配VIP课（直播请加群）,完颜形象教育,共1节,免费,12
2019年5月第1周外汇实战课上,英特科智网校,共1节,免费,5
相亲技巧恋爱脱单情感婚姻咨询私人定制服务,山本教育,共4节,4800.0,8
期权交易基础知识与策略,路雅交易学院,共3节,免费,65
刘恒八宅风水（三）,北京普贤文化传播有限责任公司,共1节,免费,27
沟通运营班,袁辉,共54节,200.0,1817
练习硬笔字的性质和要求,事善能教育,共1节,免费,7
完颜女王形象——女士如何选礼服——（直播学习请进群）,完颜形象教育,共5节,免费,15
设计师必学手绘～全修,安思手绘,共100节,198.0,73
刘恒八宅风水（二）,北京普贤文化传播有限责任公司,共1节,免费,28
【曲文音乐】少儿综合音乐素养课程，让学音乐像学说话一样简单！,曲文,共5节,免费,23
5.佳能 80D 数码单反摄影技巧大全,FUN视觉  雷波,共89节,58.0,100
【脱单大师】恋爱速递课堂,深圳心灵屋科技有限公司,共12节,免费,26
吴为群博士营养课堂：高血压的营养防治,吴为群博士营养课堂,共1节,免费,18
《论语》五篇合辑  2019版,如心易来,共39节,2000.0,10
吴为群博士营养课堂：乳腺疾病有效防治,吴为群博士营养课堂,共3节,免费,11
和谐交易（2）—斐波那契序列,玖算教育,共6节,免费,5
A6300摄影入门到精通,FUN视觉  雷波,课程22,398.0,0
网格交易三部曲之量化交易,玖算教育,共1节,免费,20
象棋中局理论和战法,象棋微学堂,共1节,免费,16
D7000摄影入门到精通,FUN视觉  雷波,课程22,398.0,0
短线交易秘诀,玖算教育,共1节,免费,15
应季食疗方  手把手教你做,有问食经,进度：10/11节,免费,414
K1摄影从入门到精通,FUN视觉  雷波,课程22,398.0,0
恋爱学堂搭讪技巧,千城情感,共1节,免费,16
情商沟通技巧,千城情感,共1节,免费,117
跟随摄影老司机来一场梦幻古风【拍摄实况 超清视频给你看 】,蜂鸟摄影微课堂,共1节,139.0,102
舌尖上的埃科菲【七位星级大厨教你做法餐】,Tascovery美食学校,共8节,免费,12
颈三刀—针刀疗法基础篇,曹行军,共1节,免费,16
雅趣摄影从入门到精通（录播完整版）,北京盎然雅趣技术服务公司,共36节,199.0,1567
三阶金字塔入门，零基础10分钟轻松学会复原【飞扬魔方·易系列】,飞扬魔方&飞扬数独,共1节,免费,6
硬笔书法—试听30分钟  立即写好1000字,重庆薛飞书法艺术院,共3节,免费,158
D5600摄影入门到精通,FUN视觉  雷波,课程22,398.0,1
轻松学书法 零基础入门了解文房四宝及基本笔法,环球网校,共1节,免费,11
郭福星老师讲解人的脸部就是一张风水图，听了会有意外收获,万福国学院,共1节,免费,10
【视频】零基础入门隶书/书法国画/写意山水/工笔花鸟,合尚教育,共13节,228.0,0
三天打造全能记忆王,周强,共3节,免费,643
第一章 ukulele零基础指弹教程,趣弹音乐,共3节,免费,36
A6500摄影入门到精通,FUN视觉  雷波,课程22,398.0,0
小提琴学术讲座 《“从一般技巧”到“应用技巧”》,蝌蚪微课,共1节,免费,8
【趣弹音乐】第三章流行歌尤克里里教学曲,趣弹音乐,共6节,免费,9
6D摄影从入门到精通,FUN视觉  雷波,课程22,398.0,1
股票技术分析培训实战操作指导大盘分析热点追踪牛股分享,易投学院,共4节,免费,24
钢琴快速调律（上）,刘宝利,共1节,免费,14
黑卡6摄影入门到精通,FUN视觉  雷波,课程22,398.0,0
视唱练耳强化训练课程--前言,蝌蚪微课,共1节,免费,24
【趣弹音乐】第二章尤克里里零基础教学,趣弹音乐,共4节,免费,22
恋爱技巧/情感聊天技巧/婚姻情感挽回/山本教育,山本教育,共3节,3680.0,10
自媒体短视频拍摄技巧【器材篇】,小九,共1节,免费,69
如何提高套利收益,上海文华财经资讯股份有限公司,共1节,免费,67
M50摄影入门到精通,FUN视觉  雷波,课程22,398.0,0
趣味班|舞蹈教学——舞蹈初学者需要掌握的3种简单脚步移动动作,腾讯课堂趣味班,共1节,免费,77
聊天的十大技巧,心动情感教育,共1节,免费,44
a7r3摄影从入门到精通,FUN视觉  雷波,课程22,398.0,7
流行钢琴即兴演奏入门,玄博SO-E音乐课堂,共6节,免费,79
作文父与子  一起来进步（第1季）,北京数版立方教育科技有限公司,进度：15/16节,9.9,0
婚姻情感咨询/ta还在你身边吗/家庭婚姻咨询情感服务山本教育,山本教育,2020-4-16开讲,5880.0,10
零基础钢琴课程,大溪地（北京）教育科技有限公司,共37节,免费,240
母乳喂养指导,优贝课堂,共1节,免费,5
恋爱技巧/情感聊天技巧/婚姻情感挽回,山本教育,共4节,4780.0,8
教你怎么利用信用卡赚钱,蓝青商学院,共1节,免费,57
1小时让你爱上学古琴,正唐学院,共1节,免费,21
情感恋爱课堂/恋爱脱单计划/山本教育,山本教育,2020-3-26开讲,3980.0,5
毛笔书法楷书偏旁部首（三十七）右耳旁：阝,陈海峰,共1节,免费,21
清蒸鲈鱼,腾讯课堂【官方】,共1节,免费,36
腾讯音雄大会员丨顶尖音乐制作人课程（持续更新）,音雄,课程5,2198.0,6
零基础学理财：案例详解资产配置策略,首创证券,共3节,免费,120
大神级花式篮球基础入门课程,卓能朗睿,共6节,免费,85
婚姻挽回计划/山本教育家庭婚姻咨询,山本教育,2020-3-26开讲,4380.0,5
服装搭配、色彩搭配、整体形象设计免费公开课,夏杨时尚教育,进度：14/14节,免费,52
阿里巴巴国际站Top10系列课之精细化营运,严杰,共2节,免费,64
情感恋爱课堂/浪漫情人节你表白成功了吗？/山本教育,山本教育,共3节,3980.0,7
零基础吉他弹唱入门,梅乐,共15节,免费,149
思维导图入门及应用,广州集爱网络科技有限公司,共5节,免费,101
幸福上上签/情侣之间如何维持幸福热度/山本教育,山本教育,共3节,2380.0,9
筹码课程-经典实战筹码理论-筹码实战技巧-教你炒股票-股票课程,新视线课堂,共11节,免费,79
儿童画的秘密,广州集爱网络科技有限公司,共3节,免费,24
婚姻守护/婚姻情感挽回修复/山本教育家庭婚姻咨询,山本教育,共3节,5880.0,8
软陶新手村,泥巴公主软陶课堂,共2节,免费,23
自媒体短视频拍摄技巧【后期篇】,小九,共1节,免费,39
闪光灯系列课程,焦门影像学院,课程3,599.0,15
