course_name,course_organization,course_number,price,course_status
马哥python教程-零基础Python快速入门教程,马哥教育,共7节,免费,1920
手写同步器锁反推AQS核心原理【图灵学院】,图灵学院,共3节,免费,49
墨子学院新纪元seovip课程-专注内页排名和流量提升特训营,墨子学院,开设3个班级,4080.0,2071
C#从基础快速实战项目【上位机和全栈开发必会】,喜科堂互联教育,共24节,免费,475
年薪30万的大数据开发从入门到精通【马哥教育】,马哥教育,共3节,免费,161
移动互联网架构开发（VIP班）【享学课堂】,享学课堂,进度：16/20节,5980.0,618
【VIP体验课】精选Java高并发分布式架构课【云析学院】,云析学院,共19节,免费,2870
Linux运维教程之目录结构-文件系统,新盟教育,共39节,免费,16
前端权威0基础入门 + Web百大项目案例,渡一教育,共10节,1.0,1
Linux运维教程之shell脚本答疑,新盟教育,共1节,免费,10
"并发编程从入门到入魔,Java架构并发编程特训营【咕泡学院】",咕泡教育,进度：3/3节,199.0,611
Linux运维教程之find+sed+awk（上）,新盟教育,共1节,免费,27
零侵入监控系统实现-系统架构和核心技术点【图灵学院】,图灵学院,共4节,免费,31
Linux运维教程Linux--逻辑卷管理LVM+防火前iptables,新盟教育,共1节,免费,9
【动脑学院VIP】高性能分布式架构800多个互联网实战技术,动脑学院,开设2个班级,7880.0,6892
创建型设计模式精讲及在Spring和JDK源码中的应用,图灵学院,共4节,免费,48
六个方向CCIE专家讲师教你CCNP+HCNP,太阁IT认证中心,随到随学,4500.0,1901
全网最牛JVM字节码结构分析,图灵学院,共4节,免费,67
Linux运维Linux云计算高级架构/Docker/mySQL/linux运维工程师,新盟教育,共19节,免费,29
如何着手打造阿里鹰眼分布式监控平台【图灵学院】,图灵学院,共4节,免费,22
小程序云开发上线你的AI拍照识花小程序,全栈开发者阿耿,课程2,99.0,1
Spring整合springmvc,图灵学院,共5节,免费,50
RHCSA视频合集（全）,新盟教育,共4节,免费,11
java高薪就业班,拓薪教育,课程4,6490.0,36
手写Zookeeper分布式服务注册中心,图灵学院,共5节,免费,46
Linux运维教程,新盟教育,共4节,免费,8
【NEXT学院】Java全栈开发商业小程序,腾讯课堂NEXT学院,共18节,449.0,42
深入理解Spring整合MyBatis源码真谛,图灵学院,共5节,免费,50
带你玩转spring手写分库分表中间件,图灵学院,共5节,免费,45
数据结构精华-HashMap+ConcurrentHashMap,图灵学院,共5节,免费,59
Zookeeper读写锁实现,图灵学院,共5节,免费,43
威哥手把手解析Java核心技术-VIP配套基础课,扣丁学堂,共32节,299.0,83
双十二 ~~ 带你玩转源码之Spring Boot分库分表,图灵学院,共6节,免费,35
Linux运维教程之Linux-firewalld,新盟教育,共1节,免费,12
Web前端高级工程师培养计划 第十四期 LEVEL ONE【渡一教育】,渡一教育,共17节,8199.0,154
深入理解线程与线程池原理-业务调优实战【图灵学院】,图灵学院,共5节,免费,35
Java基础入门到精通尊享铂金专业培训课程（直通JavaEE就业大门）,拓薪教育,随到随学,2000.0,598
SpringCloudAlibaba-Seata源码,图灵学院,共6节,免费,49
CCNA网络精品课之静态路由篇,新盟教育,共1节,免费,12
2020年流量持续枯竭，你必须会做引流和转化,起点学院,进度：1/1节,免费,182
思科认证CCNP理论+实战,超有趣学网络,共10节,2998.0,383
【松勤】web安全测试实战体验课,松勤软件测试,共2节,免费,41
【官方推荐】特聘专家指导轻松入门Linux,SPOTO思博网络,共56节,免费,92
【NEXT学院】人人都会微信小程序实战进阶,腾讯课堂NEXT学院,共13节,149.0,1862
eNSP模拟器 华为认证网络工程师 HCNA/HCNP/HCIE,SPOTO思博网络,共5节,免费,128
软件测试/接口/性能/自动化/测试开发/从入门到精通【动脑学院】,动脑学院,共35节,免费,150
网络营销全真项目实操,深圳人次方计算机信息咨询有限公司,课程6,4999.0,0
Linux安装教程-2019全新计算机基础和Linux快速安装教程,马哥教育,共1节,免费,150
【松勤】Python编程实战（自动化测试课程体系）,松勤软件测试,共10节,免费,82
高端JAVA架构课程 精英培训计划,优效学院,开设2个班级,7980.0,1654
轻松入门高薪Linux云计算【马哥教育】,马哥教育,共7节,免费,97
H5大前端全栈提升VIP就业班直播课（七期）,扣丁学堂,进度：9/23节,7280.0,41
马哥Linux教程-2019全新正则表达式及vim进阶,马哥教育,共1节,免费,93
Linux教程-2019全新CCNA网络入门及TCP/IP协议,马哥教育,共1节,免费,97
Linux教程-2019全新ansible入门到精通,马哥教育,共1节,免费,115
Loadrunner/Jmeter 高级性能测试4期,柠檬班,随到随学,5800.0,63
吴光科-Docker容器企业实战剖析,京峰教育,共5节,免费,132
.NET/C#高级进阶/.NetCore/EF6/MVC5/设计模式/NoSql,喜科堂互联教育,共12节,免费,87
Python全栈+爬虫套餐,马哥教育,课程2,5680.0,12
CCNA网络精品课之基础命令集,新盟教育,共1节,免费,5
软件测试从小白到高手全程班【柠檬班】第65-54期,柠檬班,随到随学,7680.0,676
CCNA网络精品课之NAT+PPP+DHC,新盟教育,共1节,免费,11
高端大数据课程 精英培训计划,优效学院,开设3个班级,6980.0,1352
CCNA网络精品课之ACL访问控制列表,新盟教育,共1节,免费,8
Sql+Winform实战学习体验课(多录播/实战/零基础/就业),朝夕教育,共41节,免费,159
CCNA网络精品课之RIP,新盟教育,共1节,免费,7
抖音短视频剪辑吸粉引流变现直播无货源带货,飞鱼网课,进度：1/1节,免费,76
人人都会微信小程序,腾讯课堂NEXT学院,共15节,199.0,308
抖音涨粉引流上热门|抖音卖货|抖音vlog|好物推荐|短视频运营,微客教育,共2节,免费,229
华为HCIA基础课及习题讲解/HCIP/HCIE,鼎智传承YESLAB网络培训,共14节,免费,164
网赚社群淘客+淘宝客+淘宝联盟+内部优惠券淘宝客网络营销推广,微客教育,共2节,免费,377
Java微信二次开发从基础到项目实战【融通学院】,融通教育,共16节,免费,73
软件测试之python自动化测试3(web自动化+app自动化+接口自动化）,松勤软件测试,随到随学,6780.0,35
深入理解多线程设计与JMM内存模型-JSR133规范【图灵学院】,图灵学院,共5节,免费,9
CCNA网络精品课之ARP协议篇,新盟教育,共13节,免费,7
SEO到底咋做？搜索引擎优化总监实战VIP课堂【透析2019最新案例】,魔贝课凡,开设7个班级,3999.0,8989
Linux运维教程之-用户与文件管理,新盟教育,共2节,免费,2
Linux运维教程之find+sed+awk（下）,新盟教育,共1节,免费,13
CCNA网络精品课之VTP协议,新盟教育,共1节,免费,11
软件测试高薪就业速成班3-12期,柠檬班,开设3个班级,12300.0,178
"SpringAOP基石之探寻动态代理的奥秘java高级,架构师_咕泡学院",咕泡教育,共1节,免费,9
CCNA网络精品课之EIGRP,新盟教育,共2节,免费,7
2020软考-信息系统项目管理师-基础知识(下) 新版教程,小任老师,共34节,199.0,307
Linux运维教程-Linux云计算之RAID,新盟教育,共1节,免费,8
"程序员为什么这么累?30岁不一定就是槛,java高级,架构师_咕泡学院",咕泡教育,共1节,免费,9
全栈+爬虫+数据+AI,马哥教育,课程4,8800.0,70
CCNA网络精品课之ARP协议篇,新盟教育,共1节,免费,3
网络营销全科精讲|最全网络推广手段：微信QQ营销新媒体运营,泛学苑自媒体,共2节,免费,113
马哥带你七天精通kubernetes(K8s),马哥教育,共26节,298.0,210
2020年信息系统项目管理师直播课 Tikubook软考徐风老师,徐风老师,2020-1-21开讲,免费,450
游戏服务器开发与设计,博毅创为大学堂,进度：2/5节,免费,127
Python数据分析AI套餐,马哥教育,课程4,6280.0,11
【智能社】React系列公开课,【智能社】在线课堂,进度：2/3节,免费,89
Linux运维教程之重定向、管道符与环境变量,新盟教育,进度：1/1节,免费,3
web前端零基础提高班【蝉壳学院】,蝉壳学院,共23节,5158.0,214
Linux运维教程之SSHd服（下）,新盟教育,共2节,免费,1
马哥Linux高端运维云计算就业班-随到随学+一对一辅导+定期直播,马哥教育,共33节,5680.0,1062
Linux运维教程之进程管理（上）,新盟教育,共1节,免费,4
学神IT毕业VIP学员经典项目分享课,学神IT教育,共10节,免费,14
JavaEE开发工程师进阶-Java web开发｜JS/Servle/JSP/Ajax/Jquery,职坐标,共11节,免费,112
人工智能商业实战AI深度学习/机器学习/Python/大数据_咕泡教育,咕泡教育,进度：6/12节,16800.0,292
Zabbix分布式监控系统企业级实战【京峰教育】,京峰教育,共1节,免费,74
2019马哥python教程-Python网站web开发实战,马哥教育,共2节,免费,56
Python全栈开发/爬虫/人工智能/机器学习/数据分析【七期就业班】,扣丁学堂,共55节,7280.0,25
Wireshark网络分析实战-从入门到精通,SPOTO思博网络,共3节,免费,105
产品入门第一课｜成为快速升职加薪的少数人,起点学院,共40节,免费,81
自动化测试进阶课|Python自动化/web自动化+app自动化/接口自动化,扣丁学堂,共90节,6800.0,6
JSP入门 JSP教程 Servlet javaweb web基础 web核心 jsp内置对象,拓薪教育,共1节,免费,237
空间数据可视化系列直播课,脉策数据,共1节,免费,214
华为云计算HCIA华为认证网络工程师,SPOTO思博网络,2020-2-18开讲,399.0,269
李院长-python全栈 自动化 爬虫 数据分析 人工智能 【京峰教育】,京峰教育,共1节,免费,896
mysql mysql入门 mysql入门到精通 mysql教程 sql 数据库 java,拓薪教育,共7节,免费,1113
.NET/C#全栈开发高级VIP班【C/S+B/S+10个项目实战】,喜科堂互联教育,随到随学,4499.0,2738
淘宝商城项目实战开发【渡一教育】,渡一教育,共2节,免费,457
深入浅出带你学Python冲击年薪30万【马哥教育】,马哥教育,共43节,免费,901
robotframework自动化测试框架从入门到项目实战4-1期,柠檬班,随到随学,2600.0,1465
马士兵Java零基础入门【马士兵教育】,马士兵老师,共21节,免费,1484
十年授课闫Sir带你解析HCIE3.0时代,太阁IT认证中心,进度：23/23节,免费,17
软件测试之App自动化测试/Appium实战全解【柠檬班】,柠檬班,共36节,0.02,1209
Android Studio高级开发【职坐标】（Android开发进阶Mini课程）,职坐标,共6节,免费,224
ASP.NET-MVC网站开发【实战与技能详解】,喜科堂互联教育,共19节,238.0,305
Java核心框架实战开发｜Spring/SpringMVC/Mybatis【职坐标】,职坐标,共67节,免费,232
CD-Linux高级运维架构师课程/云计算/安全/docker/虚拟化/调优,学神IT教育,共10节,免费,41
IOS应用开发就业课【职坐标】（面向岗位/月薪上万）,职坐标,共21节,免费,140
前端全栈工程师精英班,京程一灯,随到随学,15200.0,714
抖音运营百科：抖音上热门技巧，抖音不花钱怎么上热门,微客教育,共1节,免费,41
ISTQB国际软件测试工程师认证解读,松勤软件测试,共2节,免费,9
.NET/C#工控上位机VIP系统学习班【喜科堂互联教育】,喜科堂互联教育,共89节,5499.0,710
Jenkins持续集成实战系列,京峰教育,共3节,免费,70
ELK+SpringCloud,小D课堂,课程2,50.6,6
PS试听课 淘宝美工/LOGO设计/网页设计/设计思路/色彩设计,泛学苑自媒体,共2节,免费,54
Kafka分布式消息中间件分析【源码学院】 只为培养BAT程序员而生,源码学院,共3节,免费,118
产品经理训练营,米你课堂,进度：14/30节,9000.0,8
Python编程/AI/人工智能/爬虫/数据分析/机器学习/深度学习,灵犀教育,共19节,免费,443
软件测试/Python/接口/自动化/面试/测试框架/入门到精通,测码学院,共9节,免费,948
Java架构师尊享铂金专业培训课程,拓薪教育,共43节,3999.0,109
WOLF HCNA全套课程-为零基础、初学者量身打造-理论与配置案例,沃尔夫CCIE实验室,共27节,免费,232
C#/.NET编程零基础到精通(MVC5/Winform/DEV/SqlServer/WPF/WCF),灵犀教育,共52节,免费,509
"Vue还原饿了么实战项目集合包(1,2,3,4)",米修在线,课程4,199.0,22
python基础编程/爬虫/人工智能/AI/数据分析/机器学习/深度学习,灵犀教育,共20节,免费,681
Web前端开发H5/|javascript/JS/ES6/vue/react/webpack/node/mvvm,金渡教育,共21节,免费,3270
【回放从目录的第2节开始】2019产品经理大会·上海站,起点学院,共17节,69.0,1404
.NET/C#零基础高薪就业(全栈开发/BS/CS/WPF/WCF/Winform/Sql）,软谋教育,共21节,免费,50
linux教程-马哥2019全新LVS负载均衡实战,马哥教育,共1节,免费,56
前端0基础速成+精选实战项目,蝉壳学院,共26节,999.0,1
SpringBoot集成MyBatis的各种方式全面解析【图灵学院】,图灵学院,共4节,免费,209
SPOTO录播课-CCNP思科认证网络工程师-红茶三杯路由交换RS,SPOTO思博网络,共25节,免费,47
Linux云计算+Python运维开发+Web渗透+持续集成+Docker+K8S,扣丁学堂,共106节,7280.0,100
HTML+CSS基础10天精通【学神IT教育】,学神IT教育,共9节,免费,84
尚学堂AI人工智能、深度学习、Python系列课程！,中科云数（北京）科技有限公司,进度：22/22节,免费,75
自动化+性能录播打包,乐搏技术学院,课程2,7280.0,0
0基础-带你进入Linux世界/运维/云计算/RedHat/Centos7【学神】,学神IT教育,共8节,免费,181
【城市数据研习社】大咖讲堂,脉策数据,共17节,免费,36
【NEXT学院】Python从入门到实战·完整篇,腾讯课堂NEXT学院,共81节,2799.0,34
软件测试之突破笔试面试【柠檬班】,柠檬班,共3节,免费,64
海量数据分库分表正确姿势/Java架构师进阶【咕泡学院】,咕泡教育,共4节,9.9,477
Python爬虫工程师高薪就业班,青灯教育,课程3,3796.0,7
Loadrunner/Jmeter 高级性能测试实战试听课,柠檬班,共10节,0.02,880
java互联网阶段（阶段四）,拓薪教育,共57节,1999.0,741
TCP/IP网络知识必备及Wireshark抓包工具详解,柠檬班,共24节,0.02,147
外贸SEO优化推广 Google SEO（谷歌seo） Bing必应 搜索引擎优化,魔贝课凡,随到随学,3498.0,1408
robotframework自动化测试框架从入门到精通,柠檬班,共5节,0.02,153
